date,home_team,away_team,home_team_score,away_team_score,country,neutral_location,shoot_out,home_team_result,home_team_mean_defense_score,home_team_mean_offense_score,away_team_mean_defense_score,away_team_mean_offense_score
11/18/2014,Cuba,Haiti,1.00,2.00,Jamaica,True,No,Lose,,,65.20,
11/18/2014,Estonia,Jordan,1.00,0.00,Estonia,False,No,Win,,,59.00,
11/18/2014,France,Sweden,1.00,0.00,France,False,No,Win,81.00,81.30,75.50,80.70
11/18/2014,Greece,Serbia,0.00,2.00,Greece,False,No,Lose,77.50,75.70,81.00,75.00
11/18/2014,Hungary,Russia,1.00,2.00,Hungary,False,No,Lose,68.00,74.70,76.20,78.00
11/18/2014,IR Iran,Korea Republic,1.00,0.00,IR Iran,False,No,Win,,,71.50,75.70
11/18/2014,Republic of Ireland,USA,4.00,1.00,Republic of Ireland,False,No,Win,75.20,75.00,73.20,76.30
11/18/2014,Italy,Albania,1.00,0.00,Italy,False,No,Win,81.00,82.30,70.00,69.30
11/18/2014,Jamaica,Trinidad and Tobago,0.00,0.00,Jamaica,False,No,Draw,68.80,69.30,,65.70
11/18/2014,Japan,Australia,2.00,1.00,Japan,False,No,Win,72.50,76.00,70.00,71.70
11/18/2014,Nicaragua,El Salvador,0.00,2.00,Nicaragua,False,No,Lose,,,,
11/18/2014,Panama,Canada,0.00,0.00,Panama,False,No,Draw,68.00,,64.50,66.30
11/18/2014,Peru,Paraguay,2.00,1.00,Peru,False,No,Win,70.50,75.70,73.50,78.70
11/18/2014,Portugal,Argentina,1.00,0.00,England,True,No,Win,80.20,84.30,81.20,88.00
11/18/2014,Romania,Denmark,2.00,0.00,Romania,False,No,Win,75.20,70.70,77.20,75.00
11/18/2014,Scotland,England,1.00,3.00,Scotland,False,No,Lose,71.50,75.30,81.80,83.00
11/18/2014,Slovakia,Finland,2.00,1.00,Slovakia,False,No,Win,75.80,71.00,69.00,66.30
11/18/2014,Slovenia,Colombia,0.00,1.00,Slovenia,False,No,Lose,71.50,75.00,76.00,83.70
11/18/2014,Spain,Germany,0.00,1.00,Spain,False,No,Lose,83.00,85.70,84.00,85.70
11/18/2014,Thailand,New Zealand,2.00,0.00,Thailand,False,No,Win,,,67.80,68.30
11/18/2014,Ukraine,Lithuania,0.00,0.00,Ukraine,False,No,Draw,74.50,73.00,64.80,59.70
11/19/2014,Bahrain,Qatar,0.00,0.00,Saudi Arabia,True,No,Draw,,,,
11/19/2014,Burkina Faso,Angola,1.00,1.00,Burkina Faso,False,No,Draw,,67.30,,
11/19/2014,Congo DR,Sierra Leone,3.00,1.00,Congo DR,False,No,Win,71.20,71.30,,
11/19/2014,Ethiopia,Malawi,0.00,0.00,Ethiopia,False,No,Draw,,,,
11/19/2014,Gabon,Lesotho,4.00,2.00,Gabon,False,No,Win,,,,
11/19/2014,Ghana,Togo,3.00,1.00,Ghana,False,No,Win,70.50,73.00,,69.00
11/19/2014,Guam,Hong Kong,0.00,0.00,Chinese Taipei,True,No,Draw,,,,
11/19/2014,Guinea,Uganda,2.00,0.00,Morocco,True,No,Win,63.50,69.30,,
11/19/2014,C̫te d'Ivoire,Cameroon,0.00,0.00,C̫te d'Ivoire,False,No,Draw,75.50,81.30,78.00,77.70
11/19/2014,Mali,Algeria,2.00,0.00,Mali,False,No,Win,70.20,74.00,73.50,77.70
11/19/2014,Niger,Mozambique,1.00,1.00,Niger,False,No,Draw,,,,
11/19/2014,Nigeria,South Africa,2.00,2.00,Nigeria,False,No,Draw,70.20,77.00,70.80,71.30
11/19/2014,Saudi Arabia,Yemen,1.00,0.00,Saudi Arabia,False,No,Win,69.20,73.30,,
11/19/2014,Senegal,Botswana,3.00,0.00,Senegal,False,No,Win,75.80,79.00,,
11/19/2014,Sudan,Congo,0.00,1.00,Sudan,False,No,Lose,,,66.80,68.70
11/19/2014,Tunisia,Egypt,2.00,1.00,Tunisia,False,No,Win,73.00,70.70,69.00,70.30
11/19/2014,Zambia,Cabo Verde,1.00,0.00,Zambia,False,No,Win,,,66.20,71.70
11/20/2014,Kuwait,Oman,0.00,5.00,Saudi Arabia,True,No,Lose,,,,
11/20/2014,United Arab Emirates,Iraq,2.00,0.00,Saudi Arabia,True,No,Win,,,,
11/22/2014,Philippines,Laos,4.00,1.00,Vietnam,True,No,Win,,,,
11/22/2014,Vietnam,Indonesia,2.00,2.00,Vietnam,False,No,Draw,,,,
11/23/2014,Malaysia,Myanmar,0.00,0.00,Singapore,True,No,Draw,,,,
11/23/2014,Oman,Qatar,1.00,3.00,Saudi Arabia,True,No,Lose,,,,
11/23/2014,Saudi Arabia,United Arab Emirates,3.00,2.00,Saudi Arabia,False,No,Win,69.20,73.30,,
11/23/2014,Singapore,Thailand,1.00,2.00,Singapore,False,No,Lose,,,,
11/25/2014,Philippines,Indonesia,4.00,0.00,Vietnam,True,No,Win,,,,
11/25/2014,Vietnam,Laos,3.00,0.00,Vietnam,False,No,Win,,,,
11/25/2014,United Arab Emirates,Oman,1.00,0.00,Saudi Arabia,True,No,Win,,,,
11/26/2014,Malaysia,Thailand,2.00,3.00,Singapore,True,No,Lose,,,,
11/26/2014,Saudi Arabia,Qatar,1.00,2.00,Saudi Arabia,False,No,Lose,69.20,73.30,,
11/26/2014,Singapore,Myanmar,4.00,2.00,Singapore,False,No,Win,,,,
11/28/2014,Indonesia,Laos,5.00,1.00,Vietnam,True,No,Win,,,,
11/28/2014,Vietnam,Philippines,3.00,1.00,Vietnam,False,No,Win,,,,
11/29/2014,Singapore,Malaysia,1.00,3.00,Singapore,False,No,Lose,,,,
11/29/2014,Thailand,Myanmar,2.00,0.00,Singapore,True,No,Win,,,,
11/30/2014,South Africa,C̫te d'Ivoire,2.00,0.00,South Africa,False,No,Win,70.80,71.30,75.50,81.30
12/6/2014,Philippines,Thailand,0.00,0.00,Philippines,False,No,Draw,,,,
12/7/2014,Malaysia,Vietnam,1.00,2.00,Malaysia,False,No,Lose,,,,
12/10/2014,Thailand,Philippines,3.00,0.00,Thailand,False,No,Win,,,,
12/11/2014,Vietnam,Malaysia,2.00,4.00,Vietnam,False,No,Lose,,,,
12/13/2014,Uzbekistan,Palestine,1.00,0.00,United Arab Emirates,True,No,Win,,,,
12/17/2014,Thailand,Malaysia,2.00,0.00,Thailand,False,No,Win,,,,
12/20/2014,Malaysia,Thailand,3.00,2.00,Malaysia,False,No,Win,,,,
12/21/2014,China PR,Palestine,0.00,0.00,China PR,False,No,Draw,,,,
12/21/2014,Uzbekistan,Jordan,2.00,1.00,United Arab Emirates,True,No,Win,,,59.00,
12/22/2014,Iraq,Kuwait,1.00,1.00,United Arab Emirates,True,No,Draw,,,,
12/25/2014,Uzbekistan,Iraq,0.00,1.00,United Arab Emirates,True,No,Lose,,,,
12/27/2014,Qatar,Estonia,3.00,0.00,Qatar,False,No,Win,,,,
12/28/2014,Uzbekistan,Iraq,0.00,0.00,United Arab Emirates,True,No,Draw,,,,
12/30/2014,Bahrain,Saudi Arabia,4.00,1.00,Australia,True,No,Win,,,69.20,73.30
12/30/2014,United Arab Emirates,Jordan,1.00,0.00,Australia,True,No,Win,,,59.00,
12/31/2014,Qatar,Oman,2.00,2.00,Australia,True,No,Draw,,,,
1/4/2015,Bahrain,Jordan,1.00,0.00,Australia,True,No,Win,,,59.00,
1/4/2015,IR Iran,Iraq,1.00,0.00,Australia,True,No,Win,,,,
1/4/2015,Korea Republic,Saudi Arabia,2.00,0.00,Australia,True,No,Win,71.50,75.70,69.20,73.30
1/4/2015,South Africa,Zambia,1.00,0.00,South Africa,False,No,Win,70.80,71.30,,
1/5/2015,China PR,Oman,4.00,1.00,Australia,True,No,Win,,,,
1/7/2015,Cameroon,Congo DR,1.00,1.00,Cameroon,False,No,Draw,78.00,77.70,71.20,71.30
1/9/2015,Australia,Kuwait,4.00,1.00,Australia,False,No,Win,70.00,71.70,,
1/9/2015,Senegal,Gabon,1.00,0.00,Morocco,True,No,Win,75.80,79.00,,
1/10/2015,Burkina Faso,Eswatini,5.00,1.00,South Africa,True,No,Win,,67.30,,
1/10/2015,Cameroon,South Africa,1.00,1.00,Gabon,True,No,Draw,78.00,77.70,70.80,71.30
1/10/2015,Cabo Verde,Congo,3.00,2.00,Senegal,True,No,Win,66.20,71.70,66.80,68.70
1/10/2015,Korea Republic,Oman,1.00,0.00,Australia,True,No,Win,71.50,75.70,,
1/10/2015,Saudi Arabia,China PR,0.00,1.00,Australia,True,No,Lose,69.20,73.30,,
1/10/2015,Uzbekistan,Korea DPR,1.00,0.00,Australia,True,No,Win,,,,
1/11/2015,IR Iran,Bahrain,2.00,0.00,Australia,True,No,Win,,,,
1/11/2015,Nigeria,C̫te d'Ivoire,0.00,1.00,United Arab Emirates,True,No,Lose,70.20,77.00,75.50,81.30
1/11/2015,Tunisia,Algeria,1.00,1.00,Tunisia,False,No,Draw,73.00,70.70,73.50,77.70
1/11/2015,United Arab Emirates,Qatar,4.00,1.00,Australia,True,No,Win,,,,
1/12/2015,Japan,Palestine,4.00,0.00,Australia,True,No,Win,72.50,76.00,,
1/12/2015,Jordan,Iraq,0.00,1.00,Australia,True,No,Lose,59.00,,,
1/13/2015,Australia,Oman,4.00,0.00,Australia,False,No,Win,70.00,71.70,,
1/13/2015,Botswana,Burkina Faso,0.00,2.00,South Africa,True,No,Lose,,,,67.30
1/13/2015,Kuwait,Korea Republic,0.00,1.00,Australia,True,No,Lose,,,71.50,75.70
1/13/2015,Senegal,Guinea,5.00,2.00,Morocco,True,No,Win,75.80,79.00,63.50,69.30
1/14/2015,China PR,Uzbekistan,2.00,1.00,Australia,True,No,Win,,,,
1/14/2015,Korea DPR,Saudi Arabia,1.00,4.00,Australia,True,No,Lose,,,69.20,73.30
1/14/2015,Mali,South Africa,0.00,3.00,Gabon,True,No,Lose,70.20,74.00,70.80,71.30
1/15/2015,Bahrain,United Arab Emirates,1.00,2.00,Australia,True,No,Lose,,,,
1/15/2015,Qatar,IR Iran,0.00,1.00,Australia,True,No,Lose,,,,
1/15/2015,Sweden,C̫te d'Ivoire,2.00,0.00,United Arab Emirates,True,No,Win,75.50,80.70,75.50,81.30
1/16/2015,Canada,Iceland,1.00,2.00,USA,True,No,Lose,64.50,66.30,67.50,73.00
1/16/2015,Iraq,Japan,0.00,1.00,Australia,True,No,Lose,,,72.50,76.00
1/16/2015,Palestine,Jordan,1.00,5.00,Australia,True,No,Lose,,,59.00,
1/17/2015,Australia,Korea Republic,0.00,1.00,Australia,False,No,Lose,70.00,71.70,71.50,75.70
1/17/2015,Burkina Faso,Gabon,0.00,2.00,Equatorial Guinea,True,No,Lose,,67.30,,
1/17/2015,Equatorial Guinea,Congo,1.00,1.00,Equatorial Guinea,False,No,Draw,,,66.80,68.70
1/17/2015,Oman,Kuwait,1.00,0.00,Australia,True,No,Win,,,,
1/17/2015,Yemen,Nigeria,0.00,2.00,United Arab Emirates,True,No,Lose,,,70.20,77.00
1/18/2015,China PR,Korea DPR,2.00,1.00,Australia,True,No,Win,,,,
1/18/2015,Tunisia,Cabo Verde,1.00,1.00,Equatorial Guinea,True,No,Draw,73.00,70.70,66.20,71.70
1/18/2015,Uzbekistan,Saudi Arabia,3.00,1.00,Australia,True,No,Win,,,69.20,73.30
1/18/2015,Zambia,Congo DR,1.00,1.00,Equatorial Guinea,True,No,Draw,,,71.20,71.30
1/19/2015,Algeria,South Africa,3.00,1.00,Equatorial Guinea,True,No,Win,73.50,77.70,70.80,71.30
1/19/2015,Canada,Iceland,1.00,1.00,USA,True,No,Draw,64.50,66.30,67.50,73.00
1/19/2015,Finland,Sweden,1.00,0.00,United Arab Emirates,True,No,Win,69.00,66.30,75.50,80.70
1/19/2015,Ghana,Senegal,1.00,2.00,Equatorial Guinea,True,No,Lose,70.50,73.00,75.80,79.00
1/19/2015,IR Iran,United Arab Emirates,1.00,0.00,Australia,True,No,Win,,,,
1/19/2015,Qatar,Bahrain,1.00,2.00,Australia,True,No,Lose,,,,
1/20/2015,Iraq,Palestine,2.00,0.00,Australia,True,No,Win,,,,
1/20/2015,C̫te d'Ivoire,Guinea,1.00,1.00,Equatorial Guinea,True,No,Draw,75.50,81.30,63.50,69.30
1/20/2015,Japan,Jordan,2.00,0.00,Australia,True,No,Win,72.50,76.00,59.00,
1/20/2015,Mali,Cameroon,1.00,1.00,Equatorial Guinea,True,No,Draw,70.20,74.00,78.00,77.70
1/21/2015,Equatorial Guinea,Burkina Faso,0.00,0.00,Equatorial Guinea,False,No,Draw,,,,67.30
1/21/2015,Gabon,Congo,0.00,1.00,Equatorial Guinea,True,No,Lose,,,66.80,68.70
1/22/2015,Australia,China PR,2.00,0.00,Australia,False,No,Win,70.00,71.70,,
1/22/2015,Cabo Verde,Congo DR,0.00,0.00,Equatorial Guinea,True,No,Draw,66.20,71.70,71.20,71.30
1/22/2015,Korea Republic,Uzbekistan,2.00,0.00,Australia,True,No,Win,71.50,75.70,,
1/22/2015,Yemen,Finland,0.00,0.00,United Arab Emirates,True,No,Draw,,,69.00,66.30
1/22/2015,Zambia,Tunisia,1.00,2.00,Equatorial Guinea,True,No,Lose,,,73.00,70.70
1/23/2015,Ghana,Algeria,1.00,0.00,Equatorial Guinea,True,No,Win,70.50,73.00,73.50,77.70
1/23/2015,IR Iran,Iraq,3.00,3.00,Australia,True,Yes,Lose,,,,
1/23/2015,Japan,United Arab Emirates,1.00,1.00,Australia,True,Yes,Lose,72.50,76.00,,
1/23/2015,South Africa,Senegal,1.00,1.00,Equatorial Guinea,True,No,Draw,70.80,71.30,75.80,79.00
1/24/2015,Cameroon,Guinea,1.00,1.00,Equatorial Guinea,True,No,Draw,78.00,77.70,63.50,69.30
1/24/2015,C̫te d'Ivoire,Mali,1.00,1.00,Equatorial Guinea,True,No,Draw,75.50,81.30,70.20,74.00
1/25/2015,Congo,Burkina Faso,2.00,1.00,Equatorial Guinea,True,No,Win,66.80,68.70,,67.30
1/25/2015,Equatorial Guinea,Gabon,2.00,0.00,Equatorial Guinea,False,No,Win,,,,
1/26/2015,Cabo Verde,Zambia,0.00,0.00,Equatorial Guinea,True,No,Draw,66.20,71.70,,
1/26/2015,Congo DR,Tunisia,1.00,1.00,Equatorial Guinea,True,No,Draw,71.20,71.30,73.00,70.70
1/26/2015,Korea Republic,Iraq,2.00,0.00,Australia,True,No,Win,71.50,75.70,,
1/27/2015,Australia,United Arab Emirates,2.00,0.00,Australia,False,No,Win,70.00,71.70,,
1/27/2015,Senegal,Algeria,0.00,2.00,Equatorial Guinea,True,No,Lose,75.80,79.00,73.50,77.70
1/27/2015,South Africa,Ghana,1.00,2.00,Equatorial Guinea,True,No,Lose,70.80,71.30,70.50,73.00
1/28/2015,Cameroon,C̫te d'Ivoire,0.00,1.00,Equatorial Guinea,True,No,Lose,78.00,77.70,75.50,81.30
1/28/2015,Chile,USA,3.00,2.00,Chile,False,No,Win,73.20,78.70,73.20,76.30
1/28/2015,Guinea,Mali,1.00,1.00,Equatorial Guinea,True,No,Draw,63.50,69.30,70.20,74.00
1/30/2015,Cura̤ao,Aruba,0.00,0.00,Suriname,True,Yes,Lose,,,,
1/30/2015,Iraq,United Arab Emirates,2.00,3.00,Australia,True,No,Lose,,,,
1/31/2015,Australia,Korea Republic,2.00,1.00,Australia,False,No,Win,70.00,71.70,71.50,75.70
1/31/2015,Congo,Congo DR,2.00,4.00,Equatorial Guinea,True,No,Lose,66.80,68.70,71.20,71.30
1/31/2015,Equatorial Guinea,Tunisia,2.00,1.00,Equatorial Guinea,False,No,Win,,,73.00,70.70
2/1/2015,Ghana,Guinea,3.00,0.00,Equatorial Guinea,True,No,Win,70.50,73.00,63.50,69.30
2/1/2015,C̫te d'Ivoire,Algeria,3.00,1.00,Equatorial Guinea,True,No,Win,75.50,81.30,73.50,77.70
2/1/2015,Suriname,Aruba,1.00,0.00,Suriname,False,No,Win,,,,
2/2/2015,Bangladesh,Sri Lanka,1.00,0.00,Bangladesh,False,No,Win,,,,
2/4/2015,Congo DR,C̫te d'Ivoire,1.00,3.00,Equatorial Guinea,True,No,Lose,71.20,71.30,75.50,81.30
2/4/2015,Honduras,Venezuela,2.00,3.00,Honduras,False,No,Lose,69.50,,76.00,77.00
2/5/2015,Equatorial Guinea,Ghana,0.00,3.00,Equatorial Guinea,False,No,Lose,,,70.50,73.00
2/6/2015,Pakistan,Afghanistan,2.00,1.00,Pakistan,False,No,Win,,,,
2/7/2015,Equatorial Guinea,Congo DR,0.00,0.00,Equatorial Guinea,False,Yes,Lose,,,71.20,71.30
2/8/2015,C̫te d'Ivoire,Ghana,0.00,0.00,Equatorial Guinea,True,Yes,Win,75.50,81.30,70.50,73.00
2/8/2015,USA,Panama,2.00,0.00,USA,False,No,Win,73.20,76.30,68.00,
2/18/2015,Kazakhstan,Moldova,1.00,1.00,Turkey,True,No,Draw,,,,
3/8/2015,Antigua and Barbuda,US Virgin Islands,2.00,0.00,Antigua and Barbuda,False,No,Win,,,,
3/8/2015,Bermuda,Grenada,2.00,0.00,Bermuda,False,No,Win,,,,
3/12/2015,Cambodia,Macau,3.00,0.00,Cambodia,False,No,Win,,,,
3/12/2015,Timor-Leste,Mongolia,0.00,3.00,East Timor,False,No,Lose,,,,
3/12/2015,India,Nepal,2.00,0.00,India,False,No,Win,56.50,60.00,,
3/12/2015,Sri Lanka,Bhutan,0.00,1.00,Sri Lanka,False,No,Lose,,,,
3/12/2015,Yemen,Pakistan,3.00,1.00,Qatar,True,No,Win,,,,
3/15/2015,Antigua and Barbuda,Dominica,1.00,0.00,Antigua and Barbuda,False,No,Win,,,,
3/17/2015,Bhutan,Sri Lanka,2.00,1.00,Bhutan,False,No,Win,,,,
3/17/2015,Brunei Darussalam,Chinese Taipei,0.00,2.00,Brunei Darussalam,False,No,Lose,,,,
3/17/2015,Macau,Cambodia,1.00,1.00,Macau,False,No,Draw,,,,
3/17/2015,Mongolia,Timor-Leste,3.00,0.00,Mongolia,False,No,Win,,,,
3/17/2015,Nepal,India,0.00,0.00,Nepal,False,No,Draw,,,56.50,60.00
3/22/2015,Antigua and Barbuda,British Virgin Islands,1.00,0.00,Antigua and Barbuda,False,No,Win,,,,
3/22/2015,Barbados,US Virgin Islands,0.00,1.00,Barbados,False,No,Lose,,,,
3/23/2015,Pakistan,Yemen,0.00,0.00,Bahrain,True,No,Draw,,,,
3/25/2015,Botswana,Lesotho,2.00,0.00,Botswana,False,No,Win,,,,
3/25/2015,Denmark,USA,3.00,2.00,Denmark,False,No,Win,77.20,75.00,73.20,76.30
3/25/2015,Dominican Republic,Cuba,0.00,3.00,Dominican Republic,False,No,Lose,,,,
3/25/2015,Gabon,Mali,4.00,3.00,France,True,No,Win,,,70.20,74.00
3/25/2015,Georgia,Malta,2.00,0.00,Georgia,False,No,Win,63.20,66.00,,
3/25/2015,Germany,Australia,2.00,2.00,Germany,False,No,Draw,84.00,85.70,70.00,71.70
3/25/2015,Indonesia,Cameroon,0.00,1.00,Indonesia,False,No,Lose,,,78.00,77.70
3/25/2015,Mauritius,Burundi,2.00,2.00,Mauritius,False,No,Draw,,,,
3/25/2015,Nigeria,Uganda,0.00,1.00,Nigeria,False,No,Lose,70.20,77.00,,
3/25/2015,Scotland,Northern Ireland,1.00,0.00,Scotland,False,No,Win,71.50,75.30,72.80,69.00
3/25/2015,Eswatini,South Africa,1.00,3.00,Eswatini,False,No,Lose,,,70.80,71.30
3/26/2015,Bahrain,Colombia,0.00,6.00,Bahrain,False,No,Lose,,,76.00,83.70
3/26/2015,Chile,IR Iran,0.00,2.00,Austria,True,No,Lose,73.20,78.70,,
3/26/2015,Egypt,Equatorial Guinea,2.00,0.00,Egypt,False,No,Win,69.00,70.30,,
3/26/2015,France,Brazil,1.00,3.00,France,False,No,Lose,81.00,81.30,83.80,84.00
3/26/2015,C̫te d'Ivoire,Angola,2.00,0.00,C̫te d'Ivoire,False,No,Win,75.50,81.30,,
3/26/2015,Jordan,Syria,0.00,1.00,Jordan,False,No,Lose,59.00,,,
3/26/2015,Maldives,Tajikistan,0.00,2.00,Maldives,False,No,Lose,,,,
3/26/2015,Oman,Malaysia,6.00,0.00,Oman,False,No,Win,,,,
3/26/2015,Qatar,Algeria,1.00,0.00,Qatar,False,No,Win,,,73.50,77.70
3/26/2015,Thailand,Singapore,2.00,0.00,Thailand,False,No,Win,,,,
3/26/2015,US Virgin Islands,Barbados,0.00,4.00,US Virgin Islands,False,No,Lose,,,,
3/27/2015,Canada,Guatemala,1.00,0.00,USA,True,No,Win,64.50,66.30,,
3/27/2015,China PR,Haiti,2.00,2.00,China PR,False,No,Draw,,,65.20,
3/27/2015,Cura̤ao,Montserrat,2.00,1.00,Cura̤ao,False,No,Win,,,,
3/27/2015,England,Lithuania,4.00,0.00,England,False,No,Win,81.80,83.00,64.80,59.70
3/27/2015,Gambia,Mauritania,1.00,0.00,Gambia,False,No,Win,62.50,63.30,,
3/27/2015,Japan,Tunisia,2.00,0.00,Japan,False,No,Win,72.50,76.00,73.00,70.70
3/27/2015,Korea Republic,Uzbekistan,1.00,1.00,Korea Republic,False,No,Draw,71.50,75.70,,
3/27/2015,Liechtenstein,Austria,0.00,5.00,Liechtenstein,False,No,Lose,,,75.50,73.00
3/27/2015,North Macedonia,Belarus,1.00,2.00,North Macedonia,False,No,Lose,67.50,71.00,63.80,
3/27/2015,Moldova,Sweden,0.00,2.00,Moldova,False,No,Lose,,,75.50,80.70
3/27/2015,Slovakia,Luxembourg,3.00,0.00,Slovakia,False,No,Win,75.80,71.00,,
3/27/2015,Slovenia,San Marino,6.00,0.00,Slovenia,False,No,Win,71.50,75.00,,
3/27/2015,Spain,Ukraine,1.00,0.00,Spain,False,No,Win,83.00,85.70,74.50,73.00
3/27/2015,Switzerland,Estonia,3.00,0.00,Switzerland,False,No,Win,76.50,74.70,,
3/27/2015,Trinidad and Tobago,Panama,0.00,1.00,Trinidad and Tobago,False,No,Lose,,65.70,68.00,
3/28/2015,Andorra,Bosnia and Herzegovina,0.00,3.00,Andorra,False,No,Lose,,,74.20,76.70
3/28/2015,Azerbaijan,Malta,2.00,0.00,Azerbaijan,False,No,Win,,,,
3/28/2015,Belgium,Cyprus,5.00,0.00,Belgium,False,No,Win,81.20,78.30,,
3/28/2015,Bulgaria,Italy,2.00,2.00,Bulgaria,False,No,Draw,68.00,73.30,81.00,82.30
3/28/2015,Croatia,Norway,5.00,1.00,Croatia,False,No,Win,77.80,78.30,73.80,72.30
3/28/2015,Czech Republic,Latvia,1.00,1.00,Czech Republic,False,No,Draw,74.20,73.70,,66.70
3/28/2015,Ghana,Senegal,1.00,2.00,France,True,No,Lose,70.50,73.00,75.80,79.00
3/28/2015,Hong Kong,Guam,1.00,0.00,Hong Kong,False,No,Win,,,,
3/28/2015,Iraq,Congo DR,2.00,1.00,United Arab Emirates,True,No,Win,,,71.20,71.30
3/28/2015,Israel,Wales,0.00,3.00,Israel,False,No,Lose,64.20,71.70,74.50,67.70
3/28/2015,Kazakhstan,Iceland,0.00,3.00,Kazakhstan,False,No,Lose,,,67.50,73.00
3/28/2015,Mauritius,Togo,1.00,1.00,Mauritius,False,No,Draw,,,,69.00
3/28/2015,Morocco,Uruguay,0.00,1.00,Morocco,False,No,Lose,76.00,74.70,78.80,84.00
3/28/2015,Netherlands,Turkey,1.00,1.00,Netherlands,False,No,Draw,78.20,87.30,78.00,76.30
3/29/2015,Albania,Armenia,2.00,1.00,Albania,False,No,Win,70.00,69.30,,
3/29/2015,Anguilla,Nicaragua,0.00,3.00,Anguilla,False,No,Lose,,,,
3/29/2015,Bermuda,Bahamas,3.00,0.00,Bermuda,False,No,Win,,,,
3/29/2015,Botswana,Mozambique,1.00,2.00,Botswana,False,No,Lose,,,,
3/29/2015,Brazil,Chile,1.00,0.00,England,True,No,Win,83.80,84.00,73.20,78.70
3/29/2015,Dominica,British Virgin Islands,0.00,0.00,Dominica,False,No,Draw,,,,
3/29/2015,France,Denmark,2.00,0.00,France,False,No,Win,81.00,81.30,77.20,75.00
3/29/2015,Georgia,Germany,0.00,2.00,Georgia,False,No,Lose,63.20,66.00,84.00,85.70
3/29/2015,Guyana,Grenada,2.00,0.00,Guyana,False,No,Win,,,,
3/29/2015,Hungary,Greece,0.00,0.00,Hungary,False,No,Draw,68.00,74.70,77.50,75.70
3/29/2015,Republic of Ireland,Poland,1.00,1.00,Republic of Ireland,False,No,Draw,75.20,75.00,77.00,76.30
3/29/2015,C̫te d'Ivoire,Equatorial Guinea,1.00,1.00,C̫te d'Ivoire,False,No,Draw,75.50,81.30,,
3/29/2015,Northern Ireland,Finland,2.00,1.00,Northern Ireland,False,No,Win,72.80,69.00,69.00,66.30
3/29/2015,Portugal,Serbia,2.00,1.00,Portugal,False,No,Win,80.20,84.30,81.00,75.00
3/29/2015,Romania,Faroe Islands,1.00,0.00,Romania,False,No,Win,75.20,70.70,,
3/29/2015,South Africa,Nigeria,1.00,1.00,South Africa,False,No,Draw,70.80,71.30,70.20,77.00
3/29/2015,Tanzania,Malawi,1.00,1.00,Tanzania,False,No,Draw,,,,
3/29/2015,Zambia,Rwanda,2.00,0.00,Zambia,False,No,Win,,,,
3/30/2015,Bahrain,Philippines,2.00,1.00,Bahrain,False,No,Win,,,,
3/30/2015,Belarus,Gabon,0.00,0.00,Turkey,True,No,Draw,63.80,,,
3/30/2015,Indonesia,Myanmar,2.00,1.00,Indonesia,False,No,Win,,,,
3/30/2015,Jamaica,Cuba,3.00,0.00,Jamaica,False,No,Win,68.80,69.30,,
3/30/2015,Kuwait,Colombia,1.00,3.00,United Arab Emirates,True,No,Lose,,,76.00,83.70
3/30/2015,North Macedonia,Australia,0.00,0.00,North Macedonia,False,No,Draw,67.50,71.00,70.00,71.70
3/30/2015,Oman,Algeria,1.00,4.00,Qatar,True,No,Lose,,,73.50,77.70
3/30/2015,Qatar,Slovenia,1.00,0.00,Qatar,False,No,Win,,,71.50,75.00
3/30/2015,Saudi Arabia,Jordan,2.00,1.00,Saudi Arabia,False,No,Win,69.20,73.30,59.00,
3/30/2015,Thailand,Cameroon,2.00,3.00,Thailand,False,No,Lose,,,78.00,77.70
3/31/2015,Austria,Bosnia and Herzegovina,1.00,1.00,Austria,False,No,Draw,75.50,73.00,74.20,76.70
3/31/2015,China PR,Tunisia,1.00,1.00,China PR,False,No,Draw,,,73.00,70.70
3/31/2015,Estonia,Iceland,1.00,1.00,Estonia,False,No,Draw,,,67.50,73.00
3/31/2015,Ghana,Mali,1.00,1.00,France,True,No,Draw,70.50,73.00,70.20,74.00
3/31/2015,Iraq,Congo DR,1.00,0.00,United Arab Emirates,True,No,Win,,,71.20,71.30
3/31/2015,Israel,Belgium,0.00,1.00,Israel,False,No,Lose,64.20,71.70,81.20,78.30
3/31/2015,Italy,England,1.00,1.00,Italy,False,No,Draw,81.00,82.30,81.80,83.00
3/31/2015,Japan,Uzbekistan,5.00,1.00,Japan,False,No,Win,72.50,76.00,,
3/31/2015,Korea Republic,New Zealand,1.00,0.00,Korea Republic,False,No,Win,71.50,75.70,67.80,68.30
3/31/2015,Liechtenstein,San Marino,1.00,0.00,Liechtenstein,False,No,Win,,,,
3/31/2015,Luxembourg,Turkey,1.00,2.00,Luxembourg,False,No,Lose,,,78.00,76.30
3/31/2015,Mauritania,Niger,2.00,0.00,Mauritania,False,No,Win,,,,
3/31/2015,Montserrat,Cura̤ao,2.00,2.00,Montserrat,False,No,Draw,,,,
3/31/2015,Netherlands,Spain,2.00,0.00,Netherlands,False,No,Win,78.20,87.30,83.00,85.70
3/31/2015,Panama,Costa Rica,2.00,1.00,Panama,False,No,Win,68.00,,71.50,72.30
3/31/2015,Peru,Venezuela,0.00,1.00,USA,True,No,Lose,70.50,75.70,76.00,77.00
